WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (9.207747040999999 48.801880359000002)",Unfall 24685 (2016) Kat:3, Licht: 0,24685,3,6,2,02,15,4,,0,0,1,0,0,1,0
"POINT (9.084885535000000 48.716419735999999)",Unfall 24696 (2016) Kat:3, Licht: 2,24696,3,6,2,02,17,5,,2,0,1,0,0,0,0
"POINT (9.206724711000000 48.702634756000002)",Unfall 24737 (2016) Kat:3, Licht: 0,24737,3,6,2,02,09,4,,0,0,1,0,0,0,0
"POINT (9.173371067000000 48.822403035999997)",Unfall 24747 (2016) Kat:2, Licht: 0,24747,2,7,5,02,16,7,,0,0,1,0,0,0,1
"POINT (9.233094173000000 48.786917224000000)",Unfall 24748 (2016) Kat:3, Licht: 1,24748,3,6,2,02,06,2,,1,0,1,0,0,0,0
"POINT (9.220544963000000 48.788144715000001)",Unfall 24767 (2016) Kat:3, Licht: 0,24767,3,6,2,02,13,5,,0,0,1,0,0,0,0
"POINT (9.173316914000001 48.801725859999998)",Unfall 24769 (2016) Kat:3, Licht: 2,24769,3,7,3,02,03,1,,2,0,1,0,0,0,0
"POINT (9.181443396000001 48.792380885999997)",Unfall 24775 (2016) Kat:3, Licht: 0,24775,3,6,2,02,15,4,,0,0,1,0,0,0,0
"POINT (9.209859166999999 48.805739549999998)",Unfall 24800 (2016) Kat:3, Licht: 2,24800,3,6,2,02,20,7,,2,0,1,0,0,0,0
"POINT (9.143770758000001 48.834651436999998)",Unfall 24846 (2016) Kat:3, Licht: 0,24846,3,6,2,02,17,4,,0,0,1,0,0,0,0
"POINT (9.139266846000000 48.753816639000000)",Unfall 24877 (2016) Kat:3, Licht: 2,24877,3,6,3,02,18,5,,2,0,1,0,1,0,0
"POINT (9.178209992999999 48.771788686999997)",Unfall 24892 (2016) Kat:3, Licht: 0,24892,3,3,5,02,16,6,,0,0,1,0,0,0,1
"POINT (9.214248060999999 48.801455826000002)",Unfall 24901 (2016) Kat:3, Licht: 2,24901,3,3,5,02,06,4,,2,1,1,0,0,0,0
