WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (11.468195078000001 48.209757019000001)",Unfall 63704 (2016) Kat:3, Licht: 0,63704,3,6,3,02,13,5,,0,0,1,0,0,1,0
"POINT (11.612314840000000 48.110367762000003)",Unfall 63764 (2016) Kat:2, Licht: 0,63764,2,4,6,02,10,6,,0,0,1,1,0,0,0
"POINT (11.477546895000000 48.145237620000003)",Unfall 63765 (2016) Kat:3, Licht: 2,63765,3,3,0,02,18,7,,2,1,1,0,0,0,0
"POINT (11.406978867999999 48.176845118000003)",Unfall 63799 (2016) Kat:3, Licht: 2,63799,3,7,6,02,18,2,,2,0,1,1,0,0,0
"POINT (11.535019055999999 48.110557972999999)",Unfall 63821 (2016) Kat:3, Licht: 2,63821,3,6,2,02,23,5,,2,0,1,0,0,0,0
"POINT (11.549169983000001 48.191078210999997)",Unfall 63927 (2016) Kat:3, Licht: 0,63927,3,2,4,02,07,4,,0,0,1,0,0,0,0
"POINT (11.610602449000000 48.154677370999998)",Unfall 63952 (2016) Kat:3, Licht: 0,63952,3,6,2,02,13,6,,0,0,1,0,0,0,0
"POINT (11.541830246000000 48.186230477999999)",Unfall 63985 (2016) Kat:3, Licht: 0,63985,3,1,8,02,15,7,,0,0,1,0,0,0,0
"POINT (11.536572828000001 48.151660046000003)",Unfall 64025 (2016) Kat:3, Licht: 0,64025,3,2,3,02,10,5,,0,1,1,0,0,0,0
"POINT (11.534770109000000 48.140097863000001)",Unfall 64083 (2016) Kat:3, Licht: 0,64083,3,3,5,02,08,3,,0,0,1,0,0,0,0
"POINT (11.541686765000000 48.186183751000002)",Unfall 64090 (2016) Kat:3, Licht: 2,64090,3,6,2,02,19,7,,2,0,1,0,0,0,0
"POINT (11.445978304000000 48.145928519999998)",Unfall 64092 (2016) Kat:3, Licht: 0,64092,3,3,5,02,07,5,,0,0,1,0,0,0,0
"POINT (11.592437445000000 48.105724111999997)",Unfall 64093 (2016) Kat:3, Licht: 0,64093,3,6,1,02,13,5,,0,0,1,0,0,0,0
"POINT (11.605432802999999 48.108721301999999)",Unfall 64098 (2016) Kat:3, Licht: 0,64098,3,6,2,02,12,2,,0,0,1,0,0,0,1
"POINT (11.496743769000000 48.143708814999997)",Unfall 64136 (2016) Kat:3, Licht: 0,64136,3,2,4,02,12,4,,0,0,1,0,0,0,0
"POINT (11.531594802000001 48.131941976999997)",Unfall 64161 (2016) Kat:3, Licht: 0,64161,3,6,2,02,10,6,,0,0,1,0,0,0,1
"POINT (11.572875604000000 48.111945403000000)",Unfall 64162 (2016) Kat:3, Licht: 0,64162,3,6,2,02,14,4,,0,0,1,0,0,0,0
"POINT (11.620644492000000 48.204030936000002)",Unfall 64198 (2016) Kat:3, Licht: 0,64198,3,7,8,02,15,1,,0,0,1,0,0,0,0
"POINT (11.518004187000001 48.119831445000003)",Unfall 64222 (2016) Kat:3, Licht: 0,64222,3,6,1,02,13,7,,0,0,1,0,0,0,1
"POINT (11.618716269000000 48.108949533000001)",Unfall 64238 (2016) Kat:3, Licht: 0,64238,3,3,5,02,16,1,,0,0,1,0,0,0,0
"POINT (11.541293152000000 48.100788792000003)",Unfall 64243 (2016) Kat:3, Licht: 0,64243,3,2,5,02,13,4,,0,1,1,0,0,0,0
"POINT (11.586139121000000 48.205622013000003)",Unfall 64300 (2016) Kat:3, Licht: 0,64300,3,4,6,02,16,7,,0,0,1,1,0,0,0
"POINT (11.454061821000000 48.148313217999998)",Unfall 64344 (2016) Kat:2, Licht: 0,64344,2,4,6,02,09,4,,0,0,1,1,0,0,0
"POINT (11.604124383000000 48.108557748999999)",Unfall 64368 (2016) Kat:3, Licht: 0,64368,3,3,5,02,14,5,,0,0,1,0,0,0,1
"POINT (11.625956403000000 48.101491664999998)",Unfall 64371 (2016) Kat:3, Licht: 0,64371,3,3,5,02,17,4,,0,0,1,0,0,0,0
"POINT (11.493738385000000 48.144004271000000)",Unfall 64398 (2016) Kat:3, Licht: 0,64398,3,6,2,02,11,7,,0,0,1,0,0,0,0
"POINT (11.537973817999999 48.165743693000003)",Unfall 64450 (2016) Kat:3, Licht: 0,64450,3,6,2,03,06,4,,0,0,1,0,0,1,0
"POINT (11.586154068000001 48.205692902999999)",Unfall 64505 (2016) Kat:3, Licht: 1,64505,3,2,4,02,17,7,,1,0,1,0,0,0,0
"POINT (11.584961808999999 48.181793331999998)",Unfall 64601 (2016) Kat:3, Licht: 2,64601,3,2,6,02,18,2,,2,0,1,1,0,0,0
"POINT (11.487306550000000 48.123829798000003)",Unfall 64644 (2016) Kat:3, Licht: 2,64644,3,6,2,03,18,4,,2,0,1,0,0,0,0
"POINT (11.584602928000001 48.184266628000003)",Unfall 64666 (2016) Kat:3, Licht: 2,64666,3,2,6,03,20,4,,2,0,1,1,0,0,0
"POINT (11.501893343000001 48.143107669999999)",Unfall 64694 (2016) Kat:3, Licht: 2,64694,3,3,6,03,19,4,,2,0,1,1,0,0,0
"POINT (11.554010812000000 48.226667802999998)",Unfall 64718 (2016) Kat:3, Licht: 0,64718,3,1,8,02,09,2,,0,0,1,0,0,1,0
"POINT (11.515014430000001 48.141794525999998)",Unfall 64725 (2016) Kat:3, Licht: 0,64725,3,2,3,02,11,7,,0,0,1,0,0,0,0
"POINT (11.524083548000000 48.140779905999999)",Unfall 64808 (2016) Kat:1, Licht: 0,64808,1,4,6,03,16,4,,0,0,0,1,0,0,1
"POINT (11.584307984000001 48.188059393000003)",Unfall 64824 (2016) Kat:3, Licht: 0,64824,3,2,4,02,09,1,,0,0,1,0,0,0,1
"POINT (11.488363162000001 48.086156318000000)",Unfall 64844 (2016) Kat:3, Licht: 2,64844,3,3,5,03,19,5,,2,0,1,0,0,0,0
"POINT (11.513932215000001 48.089909120999998)",Unfall 64878 (2016) Kat:3, Licht: 2,64878,3,4,6,03,19,4,,2,0,1,1,0,0,0
"POINT (11.627054080000001 48.216844565000002)",Unfall 64881 (2016) Kat:3, Licht: 2,64881,3,6,2,03,19,4,,2,0,1,0,0,0,0
"POINT (11.614193023000000 48.189121985000000)",Unfall 64911 (2016) Kat:3, Licht: 2,64911,3,4,6,03,19,4,,2,0,0,1,1,0,1
"POINT (11.502159392999999 48.192998402999997)",Unfall 64960 (2016) Kat:3, Licht: 0,64960,3,3,5,03,16,4,,0,0,1,0,0,0,0
