WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.182873271000062 51.264734850000082)",Unfall 105715 (2019) Kat:3, Licht: 0,105715,3,6,2,04,13,3,0,0,0,1,0,0,0,1
"POINT (7.234189153000045 51.307707008000079)",Unfall 105743 (2019) Kat:3, Licht: 0,105743,3,6,8,04,11,7,0,0,0,1,0,0,0,0
"POINT (7.106883602000039 51.204449016000069)",Unfall 105745 (2019) Kat:2, Licht: 0,105745,2,1,8,04,12,7,0,0,0,0,0,1,0,0
"POINT (7.154250468000043 51.270049506000078)",Unfall 105844 (2019) Kat:3, Licht: 0,105844,3,6,2,04,16,3,0,0,0,1,0,0,0,0
"POINT (7.143879402000039 51.242540373000054)",Unfall 105906 (2019) Kat:1, Licht: 0,105906,1,7,6,04,20,6,0,0,0,0,1,0,0,1
"POINT (7.147826856000052 51.262879881000060)",Unfall 105929 (2019) Kat:3, Licht: 0,105929,3,7,4,04,19,2,0,0,0,1,0,0,0,0
"POINT (7.152132810000069 51.221700353000074)",Unfall 105931 (2019) Kat:3, Licht: 1,105931,3,6,2,04,21,2,0,1,0,1,0,0,0,0
"POINT (7.242352988000050 51.223076566000032)",Unfall 106011 (2019) Kat:3, Licht: 0,106011,3,1,8,04,16,2,0,0,0,1,0,0,0,0
"POINT (7.228376821000040 51.274092730000064)",Unfall 106056 (2019) Kat:3, Licht: 0,106056,3,6,1,04,10,5,0,0,0,1,0,0,0,0
"POINT (7.235421842000051 51.277120515000036)",Unfall 106382 (2019) Kat:3, Licht: 0,106382,3,6,2,04,17,6,0,0,0,1,0,0,0,0
"POINT (7.123982735000027 51.272744871000043)",Unfall 106384 (2019) Kat:3, Licht: 0,106384,3,6,2,04,18,6,0,0,0,1,0,0,0,0
"POINT (7.134177000000022 51.207512921000045)",Unfall 106385 (2019) Kat:3, Licht: 0,106385,3,6,3,04,10,6,0,0,0,1,0,0,0,1
"POINT (7.088070945000027 51.229408598000077)",Unfall 106403 (2019) Kat:3, Licht: 0,106403,3,6,1,04,08,4,0,0,0,1,0,0,0,0
"POINT (7.228396236000037 51.274041425000064)",Unfall 106533 (2019) Kat:3, Licht: 0,106533,3,3,5,05,08,7,1,0,0,1,0,0,1,0
"POINT (7.094175420000056 51.237283992000073)",Unfall 106534 (2019) Kat:3, Licht: 0,106534,3,4,6,05,17,4,0,0,0,1,1,0,0,0
"POINT (7.133823321000023 51.253080164000039)",Unfall 106535 (2019) Kat:3, Licht: 0,106535,3,6,1,05,16,7,0,0,0,1,0,0,0,0
"POINT (7.223737354000036 51.272189823000076)",Unfall 106705 (2019) Kat:2, Licht: 0,106705,2,6,3,05,10,6,0,0,0,1,0,0,0,0
"POINT (7.163582855000072 51.257190475000073)",Unfall 106708 (2019) Kat:3, Licht: 2,106708,3,2,8,05,22,6,0,2,0,1,0,0,0,0
"POINT (7.147204086000045 51.232082771000080)",Unfall 106710 (2019) Kat:2, Licht: 1,106710,2,2,5,05,20,6,0,1,0,1,0,0,0,0
"POINT (7.173707648000061 51.287622868000028)",Unfall 106712 (2019) Kat:3, Licht: 0,106712,3,7,3,05,15,6,0,0,0,1,0,0,0,0
